,0
745,359751.7266316
746,359751.7266454
747,359751.7266564
748,359751.7266652
749,359751.7568357
750,359751.7568783
751,359751.7574452
752,359751.7574758
753,359751.7574881
754,359751.757517
755,359751.7575311
756,359751.7722891
757,359751.7725672
758,359751.7727346
759,359751.7873934
760,359751.7875088
761,359751.7882602
762,359751.7884069
763,359751.7885239
764,359751.8034035
765,359751.8034626
766,359751.8036374
767,359751.8038113
768,359751.8343489
769,359751.8655502
770,359751.8658257
771,359751.8665267
772,359751.8810456
773,359751.8965534
774,359751.8967938
775,359751.8969843
776,359751.8971411
777,359751.8974259
778,359751.897584
779,359751.9118605
780,359751.9120047
781,359751.9121013
782,359751.9124588
783,359751.9125862
784,359751.9126412
785,359751.9277925
786,359751.9278386
787,359751.9278493
788,359751.9278581
789,359751.9278662
790,359751.9278811
791,359751.9279768
792,359751.9279998
793,359751.9431151
794,359751.9432532
795,359751.9432783
796,359751.9433061
797,359751.9746378
798,359751.9749554
799,359751.9751148
800,359751.975353
801,359751.9756184
802,359751.9757767
803,359751.9761684
804,359751.9763565
805,359751.9898024
806,359751.9898327
807,359751.9898738
808,359751.9901985
809,359751.9903723
810,359751.9906675
811,359752.0051215
812,359752.0052938
813,359752.00532
814,359752.005348
815,359752.0055106
816,359752.0055343
817,359752.0055815
818,359752.0214218
819,359752.0372852
820,359752.0375503
821,359752.037726
822,359752.0380239
823,359752.0383374
824,359752.0383777
825,359752.0384047
826,359752.0522989
827,359752.0525142
828,359752.0531012
829,359752.0679316
830,359752.0681805
831,359752.0684625
832,359752.0686555
833,359752.0834138
834,359752.0835648
835,359752.0836777
836,359752.0837166
837,359752.0988762
838,359752.0992721
839,359752.1001239
840,359752.114408
841,359752.114729
842,359752.1148901
843,359752.1152742
844,359752.1154179
845,359752.1305289
846,359752.1308844
847,359752.1310607
848,359752.1313284
849,359752.1465008
850,359752.1467159
851,359752.1619657
852,359752.1624661
853,359752.1624932
854,359752.1625051
855,359752.1625162
856,359752.1625249
857,359752.1774935
858,359752.1776581
859,359752.1776896
860,359752.2086866
861,359752.2087691
862,359752.2246489
863,359752.2247281
864,359752.2247513
865,359752.2403032
866,359752.240382
867,359752.2404187
868,359752.2404376
869,359752.2404696
870,359752.2404909
871,359752.2564262
872,359752.256464
873,359752.2564746
874,359752.2564844
875,359752.2566402
876,359752.2719715
877,359752.2719987
878,359752.272009
879,359752.2720185
880,359752.2720281
881,359752.2720368
882,359752.272049
883,359752.2877997
884,359752.2879039
885,359752.2880369
886,359752.288553
887,359752.3045481
888,359752.3046988
889,359752.3048294
890,359752.3049349
891,359752.319957
892,359752.3201682
893,359752.3204142
894,359752.3204656
895,359752.3204876
896,359752.3356707
897,359752.3357927
898,359752.3360485
899,359752.3366863
900,359752.3369047
901,359752.3512043
902,359752.3513313
903,359752.3515535
904,359752.3672007
905,359752.3674665
906,359752.3678297
907,359752.3683116
908,359752.3687651
909,359752.3822267
910,359752.3823337
911,359752.3824615
912,359752.3978294
913,359752.3979424
914,359752.4133486
915,359752.4135103
916,359752.4137032
917,359752.4138523
918,359752.4140726
919,359752.4142188
920,359752.4287839
921,359752.4292478
922,359752.4293569
923,359752.44449
924,359752.4446895
925,359752.4448363
926,359752.460069
927,359752.4602649
928,359752.4604373
929,359752.4605727
930,359752.4606867
931,359752.4761015
932,359752.4763423
933,359752.4764934
934,359752.4768599
935,359752.4921448
936,359752.4924495
937,359752.4927136
938,359752.5077385
939,359752.5079801
940,359752.5084444
941,359752.5086204
942,359752.5088355
943,359752.5233585
944,359752.5235261
945,359752.5238455
946,359752.5238904
947,359752.5239407
948,359752.5392663
949,359752.539409
950,359752.5394391
951,359752.5703568
952,359752.6015267
953,359752.6018341
954,359752.6021374
955,359752.6328885
956,359752.6332847
957,359752.6336456
958,359752.6339387
959,359752.6348365
960,359752.634865
961,359752.6348756
962,359752.6349047
963,359752.6477339
964,359752.6479563
965,359752.6484541
966,359752.6488452
967,359752.6496476
968,359752.6498913
969,359752.6631929
970,359752.66336
971,359752.6634104
972,359752.6635332
973,359752.6636366
974,359752.6637805
975,359752.6791881
976,359752.679534
977,359752.6795579
978,359752.6795694
979,359752.679578
980,359752.6795865
981,359752.6796227
982,359752.6796353
983,359752.679664
984,359752.6796766
985,359752.6797998
986,359752.6948024
987,359752.694945
988,359752.6949872
989,359752.7102781
990,359752.7105067
991,359752.7106634
992,359752.7110165
993,359752.726603
994,359752.7266719
995,359752.7268178
996,359752.7268836
997,359752.7421623
998,359752.7422184
999,359752.7423001
1000,359752.7423531
1001,359752.7424584
1002,359752.742545
1003,359752.7578417
1004,359752.7580837
1005,359752.7582437
1006,359752.772825
1007,359752.7731085
1008,359752.7879828
1009,359752.7880573
1010,359752.7881682
1011,359752.788276
1012,359752.7883731
1013,359752.8042747
1014,359752.8044477
1015,359752.8044804
1016,359752.8045042
1017,359752.8045213
1018,359752.8191954
1019,359752.8192483
1020,359752.8193427
1021,359752.8345
1022,359752.8347945
1023,359752.8356608
1024,359752.8507828
1025,359752.8510495
1026,359752.8516064
1027,359752.8517486
1028,359752.8665263
1029,359752.8669919
1030,359752.8670428
1031,359752.8670721
1032,359752.867084
1033,359752.8821297
1034,359752.8824701
1035,359752.8826967
1036,359752.8830155
1037,359752.8976129
1038,359752.8976445
1039,359752.8976709
1040,359752.8980254
1041,359752.8984221
1042,359752.912803
1043,359752.9285966
1044,359752.9598851
1045,359752.9599585
1046,359752.9757352
1047,359752.9759787
1048,359752.9761954
1049,359752.9763873
1050,359752.9767693
1051,359752.9768687
1052,359752.9770503
1053,359752.9770751
1054,359752.9915059
1055,359752.991665
1056,359752.9918266
1057,359752.9921249
1058,359752.992279
1059,359752.9924255
1060,359753.006711
1061,359753.0068282
1062,359753.0069323
1063,359753.0070984
1064,359753.0071368
1065,359753.0071627
1066,359753.0071962
1067,359753.0072148
1068,359753.0217592
1069,359753.0220263
1070,359753.0222778
1071,359753.0228127
1072,359753.0229352
1073,359753.0373991
1074,359753.0535085
1075,359753.0537253
1076,359753.0541398
1077,359753.0544162
1078,359753.0545913
1079,359753.0546793
1080,359753.0687663
1081,359753.0689505
1082,359753.069064
1083,359753.0844836
1084,359753.084541
1085,359753.0845864
1086,359753.084612
1087,359753.1003221
1088,359753.1005638
1089,359753.1009187
1090,359753.1011837
1091,359753.1012532
1092,359753.1013942
1093,359753.115763
1094,359753.1314926
1095,359753.1316735
1096,359753.1320776
1097,359753.1322955
1098,359753.1326822
1099,359753.1467093
1100,359753.1469698
1101,359753.1619639
1102,359753.1624382
1103,359753.1630943
1104,359753.1631207
1105,359753.1631313
1106,359753.1631405
1107,359753.1780139
1108,359753.1782025
1109,359753.1786418
1110,359753.1786826
1111,359753.1786935
1112,359753.193647
1113,359753.209684
1114,359753.2101124
1115,359753.2111269
1116,359753.2111568
1117,359753.2111692
1118,359753.2111778
1119,359753.2257721
1120,359753.2419391
1121,359753.2577289
1122,359753.2579746
1123,359753.2580059
1124,359753.2583468
1125,359753.2587244
1126,359753.2590898
1127,359753.2734193
1128,359753.2738476
1129,359753.2741203
1130,359753.2743832
1131,359753.274571
1132,359753.2748013
1133,359753.2749433
1134,359753.3045928
1135,359753.304853
1136,359753.3348585
1137,359753.3349118
1138,359753.3350495
1139,359753.3351634
1140,359753.3503021
1141,359753.3503313
1142,359753.3503681
1143,359753.3503962
1144,359753.3504211
1145,359753.350443
1146,359753.3505159
1147,359753.3663157
1148,359753.3663723
1149,359753.3664047
1150,359753.3664281
1151,359753.3664581
1152,359753.3664714
1153,359753.3818794
1154,359753.3820265
1155,359753.3821368
1156,359753.3823589
1157,359753.3823855
1158,359753.3824021
1159,359753.3825192
1160,359753.3974338
1161,359753.3974907
1162,359753.3975626
1163,359753.3975899
1164,359753.3976013
1165,359753.4123454
1166,359753.4125512
1167,359753.4127342
1168,359753.4130065
1169,359753.4279447
1170,359753.4288341
1171,359753.4289563
1172,359753.4290771
1173,359753.4434856
1174,359753.4437188
1175,359753.4438355
1176,359753.4442059
1177,359753.4443333
1178,359753.4584682
1179,359753.4586126
1180,359753.4589927
1181,359753.4736822
1182,359753.473873
1183,359753.474063
1184,359753.4896017
1185,359753.4898329
1186,359753.4901364
1187,359753.490275
1188,359753.5046814
1189,359753.5048531
1190,359753.5050325
1191,359753.5204255
1192,359753.5204919
1193,359753.5205161
1194,359753.520535
1195,359753.5205541
1196,359753.53665
1197,359753.5367347
1198,359753.5369779
1199,359753.5371614
1200,359753.5374723
1201,359753.5519629
1202,359753.5520613
1203,359753.5522784
1204,359753.5681807
1205,359753.5682225
1206,359753.5682903
1207,359753.5683079
1208,359753.5835529
1209,359753.5836077
1210,359753.5836596
1211,359753.583686
1212,359753.5989053
1213,359753.5989737
1214,359753.5989983
1215,359753.6144632
1216,359753.6146533
1217,359753.6151075
1218,359753.6151971
1219,359753.6152202
1220,359753.6152468
1221,359753.6299408
1222,359753.6301378
1223,359753.6304564
1224,359753.6307034
1225,359753.6454194
1226,359753.6764473
1227,359753.6765278
1228,359753.6925916
1229,359753.6927934
1230,359753.692948
1231,359753.6931905
1232,359753.6935936
1233,359753.7082879
1234,359753.7085888
1235,359753.7087069
1236,359753.7090466
1237,359753.7091689
1238,359753.7094013
1239,359753.7095521
1240,359753.7097526
1241,359753.7243703
1242,359753.7246972
1243,359753.7248536
1244,359753.7250804
1245,359753.725123
1246,359753.7251543
1247,359753.7251786
1248,359753.740383
1249,359753.7554629
1250,359753.7557104
1251,359753.7559953
1252,359753.75612
1253,359753.7561735
1254,359753.7563846
1255,359753.7705678
1256,359753.7707593
1257,359753.7709103
1258,359753.7866921
1259,359753.7867839
1260,359753.7868079
1261,359753.7868318
1262,359753.7868537
1263,359753.7868761
1264,359753.80258
1265,359753.8027668
1266,359753.8029393
1267,359753.8187825
1268,359753.818826
1269,359753.8190013
1270,359753.8194203
1271,359753.819778
1272,359753.8337087
1273,359753.8338012
1274,359753.8338743
1275,359753.8339069
1276,359753.8487447
1277,359753.864277
1278,359753.864594
1279,359753.865001
1280,359753.8653972
1281,359753.8802948
1282,359753.8957605
1283,359753.8960204
1284,359753.8964786
1285,359753.8966122
1286,359753.8970205
1287,359753.8974731
1288,359753.9113025
1289,359753.9115399
1290,359753.9117197
1291,359753.9121019
1292,359753.912565
1293,359753.9127364
1294,359753.9128656
1295,359753.9266839
1296,359753.9271862
1297,359753.9424017
1298,359753.9425091
1299,359753.9427432
1300,359753.9434368
1301,359753.9436168
1302,359753.9581822
1303,359753.958241
1304,359753.9582815
1305,359753.9585212
1306,359753.9734804
1307,359753.973836
1308,359753.9739798
1309,359753.97442
