,0
2692,361123.9170058
2693,361123.931683
2694,361123.9317668
2695,361123.9319819
2696,361123.932198
2697,361123.9323686
2698,361123.9324731
2699,361123.9325566
2700,361123.9326138
2701,361123.9470816
2702,361123.9471255
2703,361123.947328
2704,361123.9474564
2705,361123.9474779
2706,361123.9477168
2707,361123.9626778
2708,361123.9627581
2709,361123.9627802
2710,361123.9630365
2711,361123.9793246
2712,361123.9793869
2713,361123.9794069
2714,361123.9794258
2715,361123.979443
2716,361123.9946757
2717,361124.0104931
2718,361124.0107094
2719,361124.0108142
2720,361124.0108703
2721,361124.0113603
2722,361124.0254451
2723,361124.0254967
2724,361124.0257381
2725,361124.0257785
2726,361124.025884
2727,361124.0259325
2728,361124.0411425
2729,361124.0564976
2730,361124.0568394
2731,361124.0571026
2732,361124.0574121
2733,361124.0580618
2734,361124.0581646
2735,361124.0730143
2736,361124.0730634
2737,361124.0730843
2738,361124.0731149
2739,361124.0885525
2740,361124.0887043
2741,361124.0887285
2742,361124.0891287
2743,361124.1046724
2744,361124.1047187
2745,361124.1049086
2746,361124.1049566
2747,361124.1358746
2748,361124.1505288
2749,361124.1506293
2750,361124.1506772
2751,361124.1508957
2752,361124.1509895
2753,361124.1510496
2754,361124.151236
2755,361124.1661333
2756,361124.1662015
2757,361124.1662268
2758,361124.1662951
2759,361124.1663463
2760,361124.1664812
2761,361124.1666296
2762,361124.1812729
2763,361124.1814996
2764,361124.1815441
2765,361124.1817193
2766,361124.1968908
2767,361124.1969558
2768,361124.1969761
2769,361124.2126572
2770,361124.2127144
2771,361124.2128777
2772,361124.2287257
2773,361124.2289058
2774,361124.2599021
2775,361124.2599672
2776,361124.259988
2777,361124.2754716
2778,361124.2755407
2779,361124.2757143
2780,361124.2758686
2781,361124.2759079
2782,361124.2759347
2783,361124.2761
2784,361124.2910147
2785,361124.2910634
2786,361124.291084
2787,361124.2911309
2788,361124.2912818
2789,361124.2913153
2790,361124.2913341
2791,361124.2913636
2792,361124.3065253
2793,361124.306736
2794,361124.3068423
2795,361124.3070219
2796,361124.3071931
2797,361124.3074058
2798,361124.3222841
2799,361124.3223443
2800,361124.3223636
2801,361124.3376657
2802,361124.337741
2803,361124.3377652
2804,361124.3379034
2805,361124.3531271
2806,361124.3532597
2807,361124.3532921
2808,361124.3534336
2809,361124.3535701
2810,361124.3684379
2811,361124.3684985
2812,361124.3685188
2813,361124.3850012
2814,361124.3851426
2815,361124.3851681
2816,361124.4004988
2817,361124.400566
2818,361124.400587
2819,361124.4006088
2820,361124.4164267
2821,361124.4165991
2822,361124.416797
2823,361124.4170344
2824,361124.4318248
2825,361124.4318621
2826,361124.4318823
2827,361124.4321048
2828,361124.4472662
2829,361124.4473795
2830,361124.4476414
2831,361124.447739
2832,361124.4478735
2833,361124.4634454
2834,361124.4636184
2835,361124.4636751
2836,361124.4786485
2837,361124.4787141
2838,361124.4787337
2839,361124.4787538
2840,361124.494582
2841,361124.4946454
2842,361124.4946674
2843,361124.4947442
2844,361124.4947883
2845,361124.5098481
2846,361124.5099115
2847,361124.5099319
2848,361124.5258309
2849,361124.5260219
2850,361124.526186
2851,361124.5263855
2852,361124.5413426
2853,361124.5415192
2854,361124.5419291
2855,361124.5420572
2856,361124.5563577
2857,361124.5564206
2858,361124.5564419
2859,361124.5564686
2860,361124.5717632
2861,361124.571843
2862,361124.5873998
2863,361124.5875829
2864,361124.5878185
2865,361124.633643
2866,361124.6338704
2867,361124.6340845
2868,361124.6341227
2869,361124.6495018
2870,361124.6497219
2871,361124.649829
2872,361124.64992
2873,361124.6501535
2874,361124.6656033
2875,361124.6656942
2876,361124.6657378
2877,361124.6657664
2878,361124.6657954
2879,361124.6658129
2880,361124.6658355
2881,361124.6658527
2882,361124.6658694
2883,361124.6814405
2884,361124.6815252
2885,361124.6815625
2886,361124.6816328
2887,361124.6816838
2888,361124.6817051
2889,361124.6818828
2890,361124.6819079
2891,361124.6968233
2892,361124.6969864
2893,361124.6970412
2894,361124.7127353
2895,361124.71279
2896,361124.7128114
2897,361124.7129531
2898,361124.7131881
2899,361124.7281934
2900,361124.7436869
2901,361124.7437461
2902,361124.7437681
2903,361124.7438451
2904,361124.7439704
2905,361124.7440157
2906,361124.7749438
2907,361124.7903429
2908,361124.790414
2909,361124.7907358
2910,361124.7907857
2911,361124.7908061
2912,361124.7909632
2913,361124.7913044
2914,361124.7916828
2915,361124.8053594
2916,361124.805435
2917,361124.8055885
2918,361124.8056246
2919,361124.8056456
2920,361124.8056646
2921,361124.8057497
2922,361124.8204213
2923,361124.8204992
2924,361124.8205298
2925,361124.8359322
2926,361124.8359911
2927,361124.8360429
2928,361124.8364682
2929,361124.8366993
2930,361124.8522681
2931,361124.8523448
2932,361124.8523657
2933,361124.8680543
2934,361124.8682217
2935,361124.8683103
2936,361124.8684902
2937,361124.8839596
2938,361124.8840401
2939,361124.8840618
2940,361124.8840875
2941,361124.8841596
2942,361124.8991683
2943,361124.8992706
2944,361124.8993136
2945,361124.8993761
2946,361124.91414
2947,361124.9141989
2948,361124.914323
2949,361124.9303194
2950,361124.9303803
2951,361124.9304023
2952,361124.9304209
2953,361124.9458282
2954,361124.9459907
2955,361124.9460436
2956,361124.961862
2957,361124.9620743
2958,361124.9932025
2959,361124.9933291
2960,361125.0090764
2961,361125.0091205
2962,361125.0240697
2963,361125.0242402
2964,361125.0244532
2965,361125.0246416
2966,361125.0249303
2967,361125.0249657
2968,361125.0398684
2969,361125.0400397
2970,361125.0400779
2971,361125.0402047
2972,361125.0402303
2973,361125.0403653
2974,361125.0552529
2975,361125.0554526
2976,361125.0556484
2977,361125.0559519
2978,361125.0560513
2979,361125.0561171
2980,361125.0564036
2981,361125.0564366
2982,361125.0566439
2983,361125.0568705
2984,361125.0704959
2985,361125.0705523
2986,361125.0705831
2987,361125.0706015
2988,361125.0860644
2989,361125.1011434
2990,361125.1012181
2991,361125.1015687
2992,361125.1015968
2993,361125.101619
2994,361125.1016371
2995,361125.1168369
2996,361125.1170151
2997,361125.1170493
2998,361125.1173343
2999,361125.1175247
3000,361125.1322266
3001,361125.1323308
3002,361125.1323559
3003,361125.1472038
3004,361125.1472727
3005,361125.1472948
3006,361125.1627142
3007,361125.1627829
3008,361125.1628055
3009,361125.1628665
3010,361125.1629166
3011,361125.1782612
3012,361125.1783258
3013,361125.1783472
3014,361125.1783983
3015,361125.1784352
3016,361125.1943843
3017,361125.2104661
3018,361125.2105332
3019,361125.2106204
3020,361125.2106878
3021,361125.2107411
3022,361125.2107822
3023,361125.2108198
3024,361125.225778
3025,361125.2258136
3026,361125.2258733
3027,361125.241258
3028,361125.2415174
3029,361125.2415809
3030,361125.2561479
3031,361125.256328
3032,361125.2564547
3033,361125.2564907
3034,361125.256511
3035,361125.2720093
3036,361125.2722281
3037,361125.2723785
3038,361125.287646
3039,361125.2878129
3040,361125.2878431
3041,361125.2878644
3042,361125.2878909
3043,361125.3030142
3044,361125.3031067
3045,361125.3031979
3046,361125.3032294
3047,361125.318224
3048,361125.3183505
3049,361125.333626
3050,361125.3336987
3051,361125.3495475
3052,361125.3814924
3053,361125.3816571
3054,361125.3817923
3055,361125.3818434
3056,361125.3818649
3057,361125.3818904
3058,361125.3819088
3059,361125.3970835
3060,361125.3972643
3061,361125.4278614
3062,361125.4279276
3063,361125.4279484
3064,361125.4433638
3065,361125.4434113
3066,361125.4434768
3067,361125.4435358
3068,361125.443574
3069,361125.4438842
3070,361125.4441606
3071,361125.4443963
3072,361125.4444354
3073,361125.4447404
3074,361125.4593577
3075,361125.4594432
3076,361125.4595241
3077,361125.4596896
3078,361125.4598348
3079,361125.4599482
3080,361125.4600059
3081,361125.4601177
3082,361125.4756657
3083,361125.4757507
3084,361125.4757907
3085,361125.4758181
3086,361125.4760217
3087,361125.4760603
3088,361125.4761248
3089,361125.4761916
3090,361125.4914297
3091,361125.5068826
3092,361125.5069603
3093,361125.5072034
3094,361125.5072399
3095,361125.5218533
3096,361125.522048
3097,361125.5222883
3098,361125.5223283
3099,361125.5224423
3100,361125.5225609
3101,361125.5228011
3102,361125.5379423
3103,361125.5380052
3104,361125.5537485
3105,361125.5541811
3106,361125.5543984
3107,361125.5545154
3108,361125.5546126
3109,361125.5547044
3110,361125.5699396
3111,361125.5700617
3112,361125.5702284
3113,361125.5855884
3114,361125.6013406
3115,361125.6016764
3116,361125.6017215
3117,361125.6017477
3118,361125.6166713
3119,361125.616896
3120,361125.6169403
3121,361125.6170826
3122,361125.6171283
3123,361125.6171495
3124,361125.6171675
3125,361125.6320566
3126,361125.6321226
3127,361125.6324907
3128,361125.6475179
3129,361125.6483273
3130,361125.6483947
3131,361125.6484157
3132,361125.6634061
3133,361125.6634738
3134,361125.6634944
3135,361125.6636625
3136,361125.6639284
3137,361125.6783405
3138,361125.678566
3139,361125.6785988
3140,361125.6933707
3141,361125.6934188
3142,361125.693526
3143,361125.724399
3144,361125.7397228
3145,361125.7551104
3146,361125.7552805
3147,361125.7553249
3148,361125.7553452
3149,361125.7708697
3150,361125.7709423
3151,361125.7709656
3152,361125.7710231
3153,361125.7713328
3154,361125.7715926
3155,361125.7858787
3156,361125.7860837
3157,361125.7862432
3158,361125.786398
3159,361125.7865607
3160,361125.802035
3161,361125.8021157
3162,361125.8021365
3163,361125.8022926
3164,361125.8023598
3165,361125.8023804
3166,361125.8025089
3167,361125.802566
3168,361125.802718
3169,361125.802773
3170,361125.8029758
3171,361125.8178154
3172,361125.8179425
3173,361125.8181065
3174,361125.832832
3175,361125.8329054
3176,361125.8329341
3177,361125.8329534
3178,361125.8329705
3179,361125.8482578
3180,361125.848308
3181,361125.8484802
3182,361125.8636145
3183,361125.8640455
3184,361125.8642479
3185,361125.8643626
3186,361125.879044
3187,361125.8791022
3188,361125.87915
3189,361125.8793429
3190,361125.8795322
3191,361125.8948971
3192,361125.8951122
3193,361125.8951428
3194,361125.9098492
3195,361125.9099403
3196,361125.9099621
3197,361125.909996
3198,361125.9249399
3199,361125.9255135
3200,361125.9255456
3201,361125.9255709
3202,361125.9406809
3203,361125.9561559
3204,361125.9562459
3205,361125.956443
3206,361125.9566138
3207,361125.9568301
3208,361125.95701
3209,361125.9571909
3210,361125.9722664
3211,361125.9723361
3212,361125.9726593
3213,361125.9728551
3214,361125.9728941
3215,361125.9878686
3216,361126.0032899
3217,361126.0034164
3218,361126.0034795
3219,361126.0035523
3220,361126.0036305
3221,361126.0037194
3222,361126.0193684
3223,361126.0194819
3224,361126.0199705
3225,361126.0498416
3226,361126.0960309
3227,361126.0961954
3228,361126.0962895
3229,361126.1112873
3230,361126.1113517
3231,361126.1113734
3232,361126.126591
3233,361126.1268393
3234,361126.1270474
3235,361126.1272822
3236,361126.1274247
3237,361126.1274809
3238,361126.1276213
3239,361126.1427342
3240,361126.1427807
3241,361126.1429754
3242,361126.143212
3243,361126.1432454
3244,361126.1432654
3245,361126.1584609
3246,361126.1585195
3247,361126.1586071
3248,361126.1588161
3249,361126.1590048
3250,361126.1739301
3251,361126.1740856
3252,361126.1742249
3253,361126.1743358
3254,361126.1743737
3255,361126.1744407
3256,361126.1745285
3257,361126.1745643
3258,361126.174675
3259,361126.1895198
3260,361126.1895824
3261,361126.1896032
3262,361126.1897749
3263,361126.1898211
3264,361126.1898414
3265,361126.1898702
3266,361126.1898894
3267,361126.2047603
3268,361126.2048255
3269,361126.2048496
3270,361126.2204324
3271,361126.2205146
3272,361126.2205362
3273,361126.2205894
3274,361126.2206584
3275,361126.2206808
3276,361126.2360953
3277,361126.236168
3278,361126.2361913
3279,361126.2362108
3280,361126.2519471
3281,361126.2521347
3282,361126.2523518
3283,361126.2675746
3284,361126.2678805
3285,361126.267927
3286,361126.2838164
3287,361126.2839496
3288,361126.2840155
3289,361126.2840733
3290,361126.2841279
3291,361126.2992731
3292,361126.299466
3293,361126.2996743
3294,361126.3148944
3295,361126.3149991
3296,361126.3150383
3297,361126.315065
3298,361126.3303953
3299,361126.3453648
3300,361126.3454481
3301,361126.3455192
3302,361126.3455732
3303,361126.3455943
3304,361126.3456152
3305,361126.3456368
3306,361126.3456756
3307,361126.3616177
3308,361126.3618923
3309,361126.3776656
3310,361126.3778503
3311,361126.3780287
3312,361126.3780659
3313,361126.3781141
3314,361126.3937665
3315,361126.3938348
3316,361126.3939408
3317,361126.3941922
3318,361126.3942282
3319,361126.4092704
3320,361126.4094352
3321,361126.4246836
3322,361126.4248376
3323,361126.4250324
3324,361126.4252609
3325,361126.4253955
3326,361126.4256363
3327,361126.47104
3328,361126.4711066
3329,361126.4866834
3330,361126.4867597
3331,361126.4867836
3332,361126.4868075
3333,361126.4868329
3334,361126.4868555
3335,361126.4868777
3336,361126.5021958
3337,361126.5022516
3338,361126.502375
3339,361126.502578
3340,361126.502656
3341,361126.5026864
3342,361126.5027069
3343,361126.5179984
3344,361126.5180575
3345,361126.5180779
3346,361126.5180967
3347,361126.518114
3348,361126.5181309
3349,361126.5181473
3350,361126.518164
3351,361126.5335465
3352,361126.5337219
3353,361126.5337445
3354,361126.548658
3355,361126.5487277
3356,361126.5487539
3357,361126.5645567
3358,361126.5647208
3359,361126.5648632
3360,361126.5648973
3361,361126.5649272
3362,361126.5802183
3363,361126.5802763
3364,361126.5805229
3365,361126.5805534
3366,361126.5958293
3367,361126.5961439
3368,361126.59619
3369,361126.6110133
3370,361126.6111864
3371,361126.6112092
3372,361126.6260847
3373,361126.6262503
3374,361126.6264351
3375,361126.6268105
3376,361126.6272331
3377,361126.6419514
3378,361126.64215
3379,361126.6423925
3380,361126.6424226
3381,361126.6426621
3382,361126.6579758
3383,361126.674498
3384,361126.6745455
3385,361126.6747235
3386,361126.6747731
3387,361126.6747933
3388,361126.6748137
3389,361126.7048542
3390,361126.7050739
3391,361126.7051861
3392,361126.7053298
3393,361126.7054172
3394,361126.705441
3395,361126.705458
3396,361126.7054752
3397,361126.7208277
3398,361126.7209178
3399,361126.7209384
3400,361126.72096
3401,361126.7364025
3402,361126.7365948
3403,361126.7519823
3404,361126.7520373
3405,361126.7520681
3406,361126.7521458
3407,361126.7522555
3408,361126.7675111
3409,361126.7675886
3410,361126.7677502
3411,361126.7677867
3412,361126.7678071
3413,361126.7824895
3414,361126.7825637
3415,361126.798846
3416,361126.798917
3417,361126.7998061
3418,361126.800123
3419,361126.8148066
3420,361126.8454369
3421,361126.8455121
3422,361126.8455336
3423,361126.845552
3424,361126.8605052
3425,361126.8606032
3426,361126.8607216
3427,361126.8608897
3428,361126.8609612
3429,361126.8610819
3430,361126.8761641
3431,361126.8764144
3432,361126.8766533
3433,361126.8767464
3434,361126.8769117
3435,361126.8772203
3436,361126.8772616
3437,361126.8772969
3438,361126.8915389
3439,361126.8916062
3440,361126.891693
3441,361126.8917391
3442,361126.8919878
3443,361126.9072785
3444,361126.9073346
3445,361126.9073557
3446,361126.9073813
3447,361126.907399
3448,361126.9074161
3449,361126.9219176
3450,361126.9375398
3451,361126.9376469
3452,361126.9376711
3453,361126.9377423
3454,361126.9378764
3455,361126.9380401
3456,361126.9530162
3457,361126.953214
3458,361126.9532454
3459,361126.9686064
3460,361126.9686715
3461,361126.9686926
3462,361126.9687115
3463,361126.9847937
3464,361126.9850285
3465,361126.9850916
3466,361126.9851132
3467,361126.9851314
3468,361126.999978
3469,361127.015746
3470,361127.0158326
3471,361127.0158535
3472,361127.0158716
3473,361127.0310612
3474,361127.0311298
3475,361127.0464804
3476,361127.0467107
3477,361127.0467396
3478,361127.0467592
3479,361127.046777
3480,361127.0467937
3481,361127.0468102
3482,361127.0622517
3483,361127.0623773
3484,361127.0625435
3485,361127.0628608
3486,361127.0780525
3487,361127.0783196
3488,361127.0783568
3489,361127.0784105
3490,361127.0935018
3491,361127.0935418
3492,361127.0935626
3493,361127.1089556
3494,361127.1091263
3495,361127.1092005
3496,361127.1093425
3497,361127.1094604
3498,361127.1241142
3499,361127.1242952
3500,361127.1244224
3501,361127.1245344
3502,361127.1398874
3503,361127.1400928
3504,361127.1401356
3505,361127.1401628
3506,361127.1401809
3507,361127.1555768
3508,361127.1556379
3509,361127.1557859
3510,361127.1871047
3511,361127.217611
3512,361127.2176568
3513,361127.2176778
3514,361127.217695
3515,361127.217774
3516,361127.2336626
3517,361127.233896
3518,361127.234118
3519,361127.2341524
3520,361127.2344148
3521,361127.2344655
3522,361127.24984
3523,361127.2501954
3524,361127.2502648
3525,361127.2505178
3526,361127.2506043
3527,361127.250639
3528,361127.2655117
3529,361127.265572
3530,361127.2657238
3531,361127.2660769
3532,361127.266112
3533,361127.2661324
3534,361127.2661502
3535,361127.2661676
3536,361127.2661844
3537,361127.2812703
3538,361127.2815258
3539,361127.2816491
3540,361127.2974846
3541,361127.2979744
3542,361127.2980126
3543,361127.2980336
3544,361127.2980512
3545,361127.298068
3546,361127.3126423
3547,361127.3436819
3548,361127.3438946
3549,361127.3442492
3550,361127.3444109
3551,361127.3446233
3552,361127.3447507
3553,361127.3447738
3554,361127.3447923
3555,361127.3451161
3556,361127.3593427
3557,361127.3593853
3558,361127.3597019
3559,361127.3598778
3560,361127.3747639
3561,361127.3748807
3562,361127.3749497
3563,361127.3749794
3564,361127.3750334
3565,361127.3903526
3566,361127.390408
3567,361127.3904355
3568,361127.4054282
3569,361127.4054952
3570,361127.4056381
3571,361127.4211985
3572,361127.4212942
3573,361127.4215333
3574,361127.4220024
3575,361127.422185
3576,361127.4366907
3577,361127.4368143
3578,361127.4369864
3579,361127.4370225
3580,361127.4371434
3581,361127.4529276
3582,361127.4530507
3583,361127.4678938
3584,361127.4679499
3585,361127.4679731
3586,361127.4830349
3587,361127.4832179
3588,361127.4832759
3589,361127.4834636
3590,361127.4834936
3591,361127.4985221
3592,361127.4986114
3593,361127.4987915
3594,361127.4988184
3595,361127.5145794
3596,361127.5146671
3597,361127.5302713
3598,361127.530343
3599,361127.5303647
3600,361127.5303829
3601,361127.5304001
3602,361127.5304165
3603,361127.5605959
3604,361127.5763125
3605,361127.5917634
3606,361127.5919877
3607,361127.5920211
3608,361127.5920999
3609,361127.5922512
3610,361127.6068596
3611,361127.6069478
3612,361127.6069745
3613,361127.6069933
3614,361127.6070117
3615,361127.6070291
3616,361127.6225284
3617,361127.6227551
3618,361127.622856
3619,361127.6228888
3620,361127.6229972
3621,361127.623028
3622,361127.6230702
3623,361127.6232478
3624,361127.6232793
3625,361127.6232977
3626,361127.637977
3627,361127.6380328
3628,361127.6380557
3629,361127.6381353
3630,361127.6531758
3631,361127.6532344
3632,361127.6534414
3633,361127.6685532
3634,361127.6686287
3635,361127.6686507
3636,361127.6687395
3637,361127.6845622
3638,361127.6846294
3639,361127.6846502
3640,361127.6846686
3641,361127.6846862
3642,361127.6992547
3643,361127.6993169
3644,361127.6993368
3645,361127.6994175
3646,361127.7150775
3647,361127.7152429
3648,361127.7298681
3649,361127.729921
3650,361127.7299433
3651,361127.7299623
3652,361127.7300322
3653,361127.745478
3654,361127.7455426
3655,361127.7455627
3656,361127.7456879
3657,361127.7610278
3658,361127.7610854
3659,361127.7613721
3660,361127.7617095
3661,361127.7619604
3662,361127.7764122
3663,361127.7764831
3664,361127.7921665
3665,361127.7923875
3666,361127.7924428
3667,361127.7924636
3668,361127.7924823
3669,361127.8081721
3670,361127.8085023
3671,361127.808572
3672,361127.8085956
3673,361127.8238441
3674,361127.8239838
3675,361127.8242797
3676,361127.8243105
3677,361127.8243304
3678,361127.8400903
3679,361127.8401657
3680,361127.840193
3681,361127.8554641
3682,361127.8557073
3683,361127.855857
3684,361127.8558812
3685,361127.8559652
3686,361127.8712343
3687,361127.8715367
3688,361127.8867128
3689,361127.8870977
3690,361127.8872886
3691,361127.8873154
3692,361127.9177773
3693,361127.948839
3694,361127.9491231
3695,361127.9491726
3696,361127.9491939
3697,361127.9492951
3698,361127.9799239
3699,361127.995404
3700,361127.9954764
3701,361127.995821
3702,361127.9958774
3703,361127.9959
3704,361127.995918
3705,361128.0111206
3706,361128.0111865
3707,361128.0113852
3708,361128.0115544
3709,361128.0116009
3710,361128.0118469
3711,361128.0121112
3712,361128.0121533
3713,361128.0122249
3714,361128.012386
3715,361128.0259303
3716,361128.0259833
3717,361128.0261041
3718,361128.0262263
3719,361128.0263489
3720,361128.0265044
3721,361128.0265409
3722,361128.0265635
3723,361128.0267076
3724,361128.0418962
3725,361128.0426667
3726,361128.0427512
3727,361128.0430086
3728,361128.043033
3729,361128.0430513
3730,361128.0430736
3731,361128.0575348
3732,361128.0576467
3733,361128.0578754
3734,361128.0580438
3735,361128.0580675
3736,361128.073656
3737,361128.073759
3738,361128.0739365
3739,361128.0893336
3740,361128.0895412
3741,361128.0898412
3742,361128.0898874
3743,361128.104843
3744,361128.104961
3745,361128.1049864
3746,361128.1050054
3747,361128.1050304
3748,361128.1204248
3749,361128.1205943
3750,361128.1212127
3751,361128.1358447
3752,361128.1359087
3753,361128.1359469
3754,361128.135996
3755,361128.1360228
3756,361128.1507542
3757,361128.1666211
3758,361128.1667255
3759,361128.1668135
3760,361128.1669575
3761,361128.1670474
3762,361128.1817362
3763,361128.1818038
3764,361128.1818267
3765,361128.1976824
3766,361128.1977503
3767,361128.1977706
3768,361128.1978899
3769,361128.213653
3770,361128.213724
3771,361128.2138858
3772,361128.2140706
3773,361128.214102
3774,361128.2291545
3775,361128.2293361
3776,361128.2294299
3777,361128.244298
3778,361128.2443508
3779,361128.2445156
3780,361128.2446593
3781,361128.2446884
3782,361128.2601198
3783,361128.2602127
3784,361128.2602684
3785,361128.2913083
3786,361128.2914586
3787,361128.322334
3788,361128.3227058
3789,361128.3227654
3790,361128.3227869
3791,361128.3228158
3792,361128.3228336
3793,361128.3383292
3794,361128.3384346
3795,361128.3389775
3796,361128.3391473
3797,361128.3396358
3798,361128.3398328
3799,361128.3537528
3800,361128.3538247
3801,361128.354243
3802,361128.3544837
3803,361128.3551226
3804,361128.3553167
3805,361128.355763
3806,361128.3560445
3807,361128.3698618
3808,361128.370059
3809,361128.3701796
3810,361128.3703376
3811,361128.370447
3812,361128.3704707
3813,361128.3859263
3814,361128.3860989
3815,361128.3861457
3816,361128.4014813
3817,361128.4016796
3818,361128.401997
3819,361128.4020414
3820,361128.4020802
3821,361128.4174485
3822,361128.4177421
3823,361128.4179836
3824,361128.418007
3825,361128.4180766
3826,361128.4329628
3827,361128.4482367
3828,361128.448302
3829,361128.4483684
3830,361128.4483986
3831,361128.4487021
3832,361128.448732
3833,361128.4633969
3834,361128.4636035
3835,361128.4636623
3836,361128.4637379
3837,361128.4639108
3838,361128.4944384
3839,361128.4945696
3840,361128.4947024
3841,361128.4947302
3842,361128.5101032
3843,361128.5102435
3844,361128.5104666
3845,361128.5105254
3846,361128.5106917
3847,361128.5107313
3848,361128.5255969
3849,361128.5256647
3850,361128.5256974
3851,361128.5261881
3852,361128.5412147
3853,361128.5414905
3854,361128.5415198
3855,361128.5568021
3856,361128.557161
3857,361128.557291
3858,361128.5576562
3859,361128.5576935
3860,361128.5716078
3861,361128.5719639
3862,361128.5720034
3863,361128.5720583
3864,361128.5867407
3865,361128.5868158
3866,361128.6032231
3867,361128.6033567
3868,361128.6183577
3869,361128.6184194
3870,361128.6334537
3871,361128.633668
3872,361128.6338713
3873,361128.6339122
3874,361128.6653697
3875,361128.6811693
3876,361128.6970555
3877,361128.6971209
3878,361128.6972049
3879,361128.6973485
3880,361128.6973893
3881,361128.6974416
3882,361128.6974881
3883,361128.7120926
3884,361128.7122111
3885,361128.7124442
3886,361128.7127386
3887,361128.7128184
3888,361128.7272318
3889,361128.727286
3890,361128.7273085
3891,361128.7273269
3892,361128.7274484
3893,361128.7433611
3894,361128.7434432
3895,361128.7435185
3896,361128.7435492
3897,361128.7436032
3898,361128.7437153
3899,361128.7439146
3900,361128.7440721
3901,361128.7442306
3902,361128.7444212
3903,361128.7445922
3904,361128.7447591
3905,361128.7449069
3906,361128.7590581
3907,361128.759115
3908,361128.7591406
3909,361128.7593446
3910,361128.7744149
3911,361128.7745358
3912,361128.774623
3913,361128.7748792
3914,361128.7904735
3915,361128.7907665
3916,361128.7909409
3917,361128.805864
3918,361128.8060933
3919,361128.8063331
3920,361128.8065804
3921,361128.8067997
3922,361128.8213255
3923,361128.8215379
3924,361128.8215648
3925,361128.8215887
3926,361128.8367806
3927,361128.8369131
3928,361128.837135
3929,361128.8520123
3930,361128.8520803
3931,361128.8521475
3932,361128.8521747
3933,361128.8670247
3934,361128.8672599
3935,361128.8673192
3936,361128.8676162
3937,361128.8824209
3938,361128.8827178
3939,361128.882766
3940,361128.8828065
3941,361128.8983895
3942,361128.8984597
3943,361128.8984824
3944,361128.8985004
3945,361128.8985177
3946,361128.9150209
3947,361128.9152156
3948,361128.9303862
3949,361128.9305071
3950,361128.930548
3951,361128.9305683
3952,361128.9305864
3953,361128.9306046
3954,361128.9455853
3955,361128.9457482
3956,361128.9459981
3957,361128.9612711
3958,361128.9773474
3959,361128.9775759
3960,361128.9776213
3961,361128.9776407
3962,361128.9928339
3963,361128.9929917
3964,361128.9932113
3965,361128.993338
3966,361128.9934422
3967,361128.9935499
3968,361129.0083705
3969,361129.024708
3970,361129.0559145
3971,361129.0560303
3972,361129.0561463
3973,361129.0561718
3974,361129.056204
3975,361129.0562221
3976,361129.0562674
3977,361129.0711321
3978,361129.0712212
3979,361129.0713087
3980,361129.0714679
3981,361129.071533
3982,361129.0715645
3983,361129.071602
3984,361129.0716297
3985,361129.0716505
3986,361129.0716678
3987,361129.0867091
3988,361129.0868365
3989,361129.0869047
3990,361129.0869674
3991,361129.0870854
3992,361129.1026981
3993,361129.102778
3994,361129.1028019
3995,361129.1182132
3996,361129.1182785
3997,361129.1185899
3998,361129.1186616
3999,361129.1340051
4000,361129.1340708
4001,361129.1341887
4002,361129.1344896
4003,361129.1351059
4004,361129.1490775
4005,361129.1493279
4006,361129.1493659
4007,361129.1493858
4008,361129.14943
4009,361129.1646926
4010,361129.1649068
4011,361129.165178
4012,361129.1804652
4013,361129.1808671
4014,361129.1808986
4015,361129.1809184
4016,361129.1813295
4017,361129.1958684
4018,361129.2113138
4019,361129.2115754
4020,361129.2116036
4021,361129.2116228
4022,361129.2116411
4023,361129.2117047
4024,361129.2120826
4025,361129.2274112
4026,361129.2596134
4027,361129.2599845
4028,361129.2600407
4029,361129.2603879
4030,361129.2606171
4031,361129.2606539
4032,361129.2747713
4033,361129.2748119
4034,361129.2748368
4035,361129.2748552
4036,361129.2748718
4037,361129.2897377
4038,361129.2898992
4039,361129.2899209
4040,361129.2899391
4041,361129.2899631
4042,361129.2901673
4043,361129.3052093
4044,361129.3052938
4045,361129.3055047
4046,361129.3055461
4047,361129.320801
4048,361129.3208715
4049,361129.3209763
4050,361129.3362795
4051,361129.3363353
4052,361129.3367417
4053,361129.3367766
4054,361129.3519073
4055,361129.3522026
4056,361129.3670952
4057,361129.3671847
4058,361129.3673849
4059,361129.3674252
4060,361129.3981019
4061,361129.3981545
4062,361129.3983083
4063,361129.4291829
4064,361129.4293723
4065,361129.4294012
4066,361129.4295627
4067,361129.4295876
4068,361129.4296699
4069,361129.4296929
4070,361129.4446692
4071,361129.4447784
4072,361129.4448081
4073,361129.4448223
4074,361129.4448558
4075,361129.4448783
4076,361129.4449479
4077,361129.460493
4078,361129.4607491
4079,361129.4607827
4080,361129.4608058
4081,361129.4608274
4082,361129.4608425
4083,361129.4608701
4084,361129.4764681
4085,361129.4765785
4086,361129.4766278
4087,361129.4766878
4088,361129.4767242
4089,361129.4921736
4090,361129.4922311
4091,361129.4922452
4092,361129.4923573
4093,361129.5075184
4094,361129.507658
4095,361129.5079521
4096,361129.5082716
4097,361129.5084592
4098,361129.5084959
4099,361129.5230915
4100,361129.5231764
4101,361129.523242
4102,361129.5382002
4103,361129.5382913
4104,361129.5383248
4105,361129.5542048
